taskName,program,nlDescription
dae9d2b5.json,(lambda (overlap_split_blocks (split_grid $0 false) (lambda (lambda (color_logical $0 (color_logical $0 $1 pink lor) pink lor))))),"copy and paste the left-side of the input (the yellow side) onto the output grid. Then, draw the green pattern on the output grid on top of the yellow (do not copy and paste because the black will overwrite the yellow). Your output grid should now have green and yellow on a black background. Then, recolor each green and yellow square pink, so your output is only pink and black."
dae9d2b5.json,(lambda (overlap_split_blocks (split_grid $0 false) (lambda (lambda (color_logical $0 (color_logical $1 $0 pink lor) pink lor))))),"copy and paste the left-side of the input (the yellow side) onto the output grid. Then, draw the green pattern on the output grid on top of the yellow (do not copy and paste because the black will overwrite the yellow). Your output grid should now have green and yellow on a black background. Then, recolor each green and yellow square pink, so your output is only pink and black."
dae9d2b5.json,(lambda (overlap_split_blocks (split_grid $0 false) (lambda (lambda (color_logical $0 (color_logical $1 $1 pink lor) pink lor))))),"copy and paste the left-side of the input (the yellow side) onto the output grid. Then, draw the green pattern on the output grid on top of the yellow (do not copy and paste because the black will overwrite the yellow). Your output grid should now have green and yellow on a black background. Then, recolor each green and yellow square pink, so your output is only pink and black."
dae9d2b5.json,(lambda (overlap_split_blocks (split_grid $0 false) (lambda (lambda (color_logical $1 (color_logical $0 $0 pink lor) pink lor))))),"copy and paste the left-side of the input (the yellow side) onto the output grid. Then, draw the green pattern on the output grid on top of the yellow (do not copy and paste because the black will overwrite the yellow). Your output grid should now have green and yellow on a black background. Then, recolor each green and yellow square pink, so your output is only pink and black."
dae9d2b5.json,(lambda (overlap_split_blocks (split_grid $0 false) (lambda (lambda (color_logical $1 (color_logical $0 $1 pink lor) pink lor))))),"copy and paste the left-side of the input (the yellow side) onto the output grid. Then, draw the green pattern on the output grid on top of the yellow (do not copy and paste because the black will overwrite the yellow). Your output grid should now have green and yellow on a black background. Then, recolor each green and yellow square pink, so your output is only pink and black."
dae9d2b5.json,(lambda (overlap_split_blocks (split_grid $0 false) (lambda (lambda (color_logical $1 (color_logical $1 $0 pink lor) pink lor))))),"copy and paste the left-side of the input (the yellow side) onto the output grid. Then, draw the green pattern on the output grid on top of the yellow (do not copy and paste because the black will overwrite the yellow). Your output grid should now have green and yellow on a black background. Then, recolor each green and yellow square pink, so your output is only pink and black."
dae9d2b5.json,(lambda (overlap_split_blocks (split_grid $0 false) (lambda (lambda (color_logical (color_logical $0 $0 pink lor) $1 pink lor))))),"copy and paste the left-side of the input (the yellow side) onto the output grid. Then, draw the green pattern on the output grid on top of the yellow (do not copy and paste because the black will overwrite the yellow). Your output grid should now have green and yellow on a black background. Then, recolor each green and yellow square pink, so your output is only pink and black."
dae9d2b5.json,(lambda (overlap_split_blocks (split_grid $0 false) (lambda (lambda (color_logical (color_logical $0 $1 pink lor) $0 pink lor))))),"copy and paste the left-side of the input (the yellow side) onto the output grid. Then, draw the green pattern on the output grid on top of the yellow (do not copy and paste because the black will overwrite the yellow). Your output grid should now have green and yellow on a black background. Then, recolor each green and yellow square pink, so your output is only pink and black."
ded97339.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (extend_until_touches_block $0 (first_of_sorted_object_list (find_same_color_blocks $1 true true) (lambda (get_num_tiles (extend_until_touches_block $1 $0 false))) false) false))) true true)),connect the magenta boxes that are directly vertical and horizontal to each other.
f25fbde4.json,(lambda (to_min_grid (grow (merge_blocks (find_blocks_by_black_b $0 true false) true) 1) false)),Copy the colored shape but make it twice the size as the input shape.
f25fbde4.json,(lambda (to_min_grid (grow (remove_black_b (grid_to_block $0)) 1) (negate_boolean true))),Copy the colored shape but make it twice the size as the input shape.
f25fbde4.json,(lambda (to_min_grid (grow (remove_color (grid_to_block $0) black) 1) false)),Copy the colored shape but make it twice the size as the input shape.
f25fbde4.json,(lambda (to_min_grid (remove_black_b (grow (grid_to_block $0) 1)) (negate_boolean true))),Copy the colored shape but make it twice the size as the input shape.
f25fbde4.json,(lambda (to_min_grid (remove_color (grow (grid_to_block $0) 1) black) false)),Copy the colored shape but make it twice the size as the input shape.
f25fbde4.json,(lambda (to_min_grid (grow (box_block (remove_black_b (grid_to_block $0))) 1) true)),Copy the colored shape but make it twice the size as the input shape.
f25fbde4.json,(lambda (to_min_grid (grow (remove_black_b (box_block (grid_to_block $0))) 1) false)),Copy the colored shape but make it twice the size as the input shape.
f25fbde4.json,(lambda (to_min_grid (grow (remove_black_b (grid_to_block $0)) 1) (is_tile (grid_to_block $0)))),Copy the colored shape but make it twice the size as the input shape.
f25fbde4.json,(lambda (to_min_grid (grow (remove_black_b (remove_black_b (grid_to_block $0))) 1) false)),Copy the colored shape but make it twice the size as the input shape.
f25fbde4.json,(lambda (to_min_grid (remove_black_b (grow (remove_black_b (grid_to_block $0)) 1)) false)),Copy the colored shape but make it twice the size as the input shape.
f25fbde4.json,(lambda (to_min_grid (remove_black_b (remove_black_b (grow (grid_to_block $0) 1))) false)),Copy the colored shape but make it twice the size as the input shape.
f25fbde4.json,(lambda (to_min_grid (grow (singleton_block (find_same_color_blocks $0 true true)) 1) true)),Copy the colored shape but make it twice the size as the input shape.
f25fbde4.json,(lambda (to_min_grid (grow (merge_blocks (find_same_color_blocks $0 true true) true) 1) true)),Copy the colored shape but make it twice the size as the input shape.
f25fbde4.json,(lambda (to_min_grid (grow (singleton_block (find_same_color_blocks $0 true true)) 1) false)),Copy the colored shape but make it twice the size as the input shape.
f25fbde4.json,(lambda (to_min_grid (grow (merge_blocks (find_same_color_blocks $0 false true) true) 1) true)),Copy the colored shape but make it twice the size as the input shape.
f25fbde4.json,(lambda (to_min_grid (grow (merge_blocks (find_same_color_blocks $0 true true) true) 1) false)),Copy the colored shape but make it twice the size as the input shape.
f25fbde4.json,(lambda (to_min_grid (grow (singleton_block (find_blocks_by_inferred_b $0 true false)) 1) false)),Copy the colored shape but make it twice the size as the input shape.
f25fbde4.json,(lambda (to_min_grid (remove_color (remove_black_b (grow (grid_to_block $0) 1)) blue) false)),Copy the colored shape but make it twice the size as the input shape.
f25fbde4.json,(lambda (to_min_grid (remove_color (remove_black_b (grow (grid_to_block $0) 1)) teal) false)),Copy the colored shape but make it twice the size as the input shape.
f25fbde4.json,(lambda (to_min_grid (remove_black_b (grow (replace_color (grid_to_block $0) pink grey) 1)) false)),Copy the colored shape but make it twice the size as the input shape.
f25fbde4.json,(lambda (to_min_grid (remove_black_b (grow (replace_color (grid_to_block $0) orange grey) 1)) false)),Copy the colored shape but make it twice the size as the input shape.
f25fbde4.json,(lambda (to_min_grid (grow (box_block (remove_black_b (grid_to_block $0))) 1) false)),Copy the colored shape but make it twice the size as the input shape.
f25ffba3.json,(lambda (to_original_grid_overlay (remove_black_b (reflect (grid_to_block $0) true)) true)),reflect down side to top.
f25ffba3.json,(lambda (to_original_grid_overlay (remove_black_b (reflect (grid_to_block $0) (negate_boolean false))) true)),reflect down side to top.
